#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ジンオウレジスト,0,2,3,0,3,6,0,11,42,0,-1,5,-4,1,属性会心,2,本気,1,氷耐性,-2,,,,,雷狼竜の帯電毛,1,雷狼竜の甲殻,2,雷狼竜の蓄電殻,2,雷光虫,10
ミツネメイル,0,1,3,1,3,5,0,20,82,0,2,-3,1,-1,泡沫,3,腹減り,1,雷耐性,-2,,,,,泡狐竜の紫毛,4,泡狐竜の錦ヒレ,4,泡狐竜の爪,2,上竜骨,2
ミツネレジスト,0,2,3,1,3,5,0,10,41,0,2,-2,1,-1,泡沫,3,腹減り,1,雷耐性,-2,,,,,泡狐竜の紫毛,4,泡狐竜の錦ヒレ,4,泡狐竜の爪,2,上竜骨,2
ゼクスメイル,0,1,3,0,3,5,0,24,86,0,-2,3,-3,2,連撃,3,気絶,2,氷耐性,-2,,,,,電竜の帯電膜,4,電竜の鋏尾,1,圧電甲,2,ドスヘラクレス,3
ゼクスレジスト,0,2,3,0,3,5,0,12,43,0,-2,4,-3,2,連撃,3,気絶,2,氷耐性,-2,,,,,電竜の帯電膜,4,電竜の鋏尾,1,圧電甲,2,ドスヘラクレス,3
ガムートメイル,0,1,3,0,3,5,0,26,88,-3,1,-1,3,2,寒冷適応,3,野草知識,2,火耐性,-2,,,,,巨獣の甲殻,5,巨獣の赤毛,4,雪甲塊,2,上竜骨,4
ガムートレジスト,0,2,3,0,3,5,0,13,44,-3,1,-1,4,2,寒冷適応,3,野草知識,2,火耐性,-2,,,,,巨獣の甲殻,5,巨獣の赤毛,4,雪甲塊,2,上竜骨,4
ディノメイル,0,1,3,1,3,6,0,24,86,3,-3,1,0,-1,研磨術,3,剣術,1,水耐性,-2,,,,,斬竜の炎状殻,4,斬竜の鱗,4,ドラグライト鉱石,4,上竜骨,2
ディノレジスト,0,2,3,1,3,6,0,12,43,4,-3,1,0,-1,研磨術,3,反動,1,水耐性,-2,,,,,斬竜の炎状殻,4,斬竜の鱗,4,ドラグライト鉱石,4,上竜骨,2
ゴアメイル,0,1,3,0,3,6,0,24,86,-2,2,-1,2,-2,狂撃耐性,2,回避性能,2,ガード性能,-2,,,,,黒蝕竜の鱗,3,黒蝕竜の暗翼,2,黒蝕竜の甲殻,3,黒蝕竜の尻尾,1
ゴアレジスト,0,2,3,0,3,6,0,12,43,-2,3,-1,2,-2,回避性能,2,狂撃耐性,1,ガード性能,-2,,,,,黒蝕竜の鱗,3,黒蝕竜の暗翼,2,黒蝕竜の甲殻,3,黒蝕竜の尻尾,1
レギオスメイル,0,1,3,0,3,6,0,24,86,2,0,-3,-2,0,体術,3,抜刀会心,1,スタミナ,-2,,,,,千刃竜の飛刃片,4,千刃竜の刃鱗,5,千刃竜の槍尾,1,盾蟹の小殻,5
レギオスレジスト,0,2,3,0,3,6,0,12,43,4,0,-3,-2,0,体術,3,射法,1,スタミナ,-2,,,,,千刃竜の飛刃片,4,千刃竜の刃鱗,5,千刃竜の槍尾,1,盾蟹の小殻,5
レックスメイル,0,1,3,0,3,6,0,24,86,2,0,-3,0,-2,食事,3,聴覚保護,2,回復量,-2,,,,,轟竜の爪,5,轟竜の甲殻,3,轟竜の尻尾,1,水生獣の皮,6
レックスレジスト,0,2,3,0,3,6,0,12,43,4,0,-3,0,-2,食事,3,聴覚保護,2,回復量,-2,,,,,轟竜の爪,5,轟竜の甲殻,3,轟竜の尻尾,1,水生獣の皮,6
キリンベスト,0,1,3,0,3,6,0,26,88,-1,-1,3,0,2,属性攻撃,3,加護,1,効果持続,-2,,,,,キリンの皮,1,ブヨブヨした皮,3,ゴム質の皮,2,ライトクリスタル,1
キリンケープ,0,2,3,0,3,6,0,13,44,-1,-1,4,0,2,属性攻撃,3,加護,1,効果持続,-2,,,,,キリンの皮,1,ブヨブヨした皮,3,ゴム質の皮,2,ライトクリスタル,1
ブラキメイル,0,1,3,1,3,6,0,24,86,2,-4,0,-2,0,細菌学,2,闘魂,1,乗り,-2,,,,,砕竜の甲殻,4,砕竜の黒曜甲,3,ライトクリスタル,4,上竜骨,2
ブラキレジスト,0,2,3,1,3,6,0,12,43,2,-3,0,-2,0,細菌学,2,闘魂,1,乗り,-2,,,,,砕竜の甲殻,4,砕竜の黒曜甲,3,ライトクリスタル,4,上竜骨,2
アークメイル,1,1,3,0,3,6,0,26,88,-2,2,0,2,-4,匠,2,無傷,1,,,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
アークレジスト,1,2,3,0,3,6,0,13,44,-2,2,0,2,-3,通常弾強化,2,無傷,1,,,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
フィリアメイル,2,1,3,0,3,6,0,26,88,-2,2,0,2,-4,匠,2,無傷,1,,,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
フィリアレジスト,2,2,3,0,3,6,0,13,44,-2,2,0,2,-3,通常弾強化,2,無傷,1,,,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
クシャナディール,0,1,3,1,3,99,0,26,88,-1,2,-2,3,-3,耐暑,3,重撃,1,,,,,,,鋼龍の甲殻,2,鋼龍の翼膜,1,ドラグライト鉱石,2,古龍の血,1
クシャナバダル,0,2,3,1,3,99,0,13,44,-1,2,-2,5,-3,耐暑,2,重撃,1,,,,,,,鋼龍の甲殻,2,鋼龍の翼膜,1,ドラグライト鉱石,2,古龍の血,1
ミヅハ【胸当て】,0,1,3,0,3,99,0,26,88,-5,1,0,2,-3,聴覚保護,2,風圧,2,,,,,,,霞龍の皮,2,霞龍の翼膜,3,紅蓮石,2,ライトクリスタル,2
トヨタマ【胸当て】,0,2,3,0,3,99,0,13,44,-4,1,0,2,-3,聴覚保護,2,風圧,2,,,,,,,霞龍の皮,2,霞龍の翼膜,3,紅蓮石,2,ライトクリスタル,2
カイザーメイル,0,1,3,0,3,99,0,26,88,4,-4,1,-1,-3,毒,2,炎熱適応,2,,,,,,,炎王龍のたてがみ,1,炎龍の翼膜,2,紅蓮石,3,古龍の血,1
カイザーレジスト,0,2,3,0,3,99,0,13,44,4,-3,1,-1,-3,毒,2,炎熱適応,2,,,,,,,炎王龍のたてがみ,1,炎龍の翼膜,2,紅蓮石,3,古龍の血,1
骸装甲【胸骨】,0,1,3,1,3,99,0,26,88,-1,-1,-1,-1,-2,逆境,2,逆上,2,,,,,,,骸体殻,3,骸頭骨,2,発光する粘液,1,大きな骨,5
屍装甲【胸骨】,0,2,3,1,3,99,0,13,44,-1,-1,-1,-1,-1,逆境,2,逆上,1,,,,,,,骸体殻,3,骸頭骨,2,発光する粘液,1,大きな骨,5
ブラックハイド,0,1,3,1,99,5,0,24,86,2,2,2,2,-5,属性耐性,2,溜め短縮,1,,,,,,,黒い塊,1,黒いかけら,3,いにしえの秘薬,1,火炎袋,3
ブラックスキン,0,2,3,1,99,5,0,12,43,2,2,2,2,-4,属性耐性,2,溜め短縮,1,,,,,,,黒い塊,1,黒いかけら,3,いにしえの秘薬,1,火炎袋,3
クロオビメイル,0,1,3,0,3,5,0,22,84,1,1,1,1,1,会心強化,3,運気,-3,,,,,,,クロオビチケット,1,ゲリョスコイン,2,上竜骨,1,,
クロオビレジスト,0,2,3,0,3,5,0,11,42,1,1,1,1,2,会心強化,3,運気,-3,,,,,,,クロオビチケット,1,ゲリョスコイン,2,上竜骨,1,,
ギルドバードスーツ,1,1,3,0,3,5,0,20,82,0,0,0,0,0,号令,2,運気,2,気まぐれ,-2,,,,,龍歴院チケット,1,火竜の甲殻,3,ドラグライト鉱石,3,,
ギルドバードベスト,1,2,3,0,3,5,0,10,41,0,0,0,0,0,号令,2,運気,2,気まぐれ,-2,,,,,龍歴院チケット,1,火竜の甲殻,3,ドラグライト鉱石,3,,
メイドスーツ,2,1,3,0,99,3,0,20,82,0,0,0,0,0,采配,2,運気,2,気まぐれ,-2,,,,,ココットチケット,1,火竜の鱗,3,ランゴスタの甲殻,3,,
プライベートベスト,2,2,3,0,99,3,0,10,41,0,0,0,0,0,采配,2,運気,2,気まぐれ,-2,,,,,ココットチケット,1,火竜の鱗,3,ランゴスタの甲殻,3,,
ヘルパースーツ,2,1,3,1,99,3,0,20,82,0,0,0,0,0,広域,3,回復量,1,回復速度,-1,,,,,ポッケチケット,1,ライトクリスタル,2,雪獅子の毛,4,,
ヒーラーベスト,2,2,3,1,99,3,0,10,41,0,0,0,0,0,回復量,2,広域,2,気配,-1,,,,,ポッケチケット,1,ライトクリスタル,2,雪獅子の毛,4,,
撫子【蝶袍】,2,1,3,0,99,2,0,20,82,0,0,0,0,0,千里眼,2,観察眼,2,,,,,,,ユクモチケット,1,ユクモの木,2,白兎獣の腹甲,4,,
桔梗【蝶袍】,2,2,3,0,99,2,0,10,41,0,0,0,0,0,千里眼,2,観察眼,1,,,,,,,ユクモチケット,1,ユクモの木,2,白兎獣の腹甲,4,,
ユアミスガタ,0,0,3,0,99,6,0,10,41,-2,-2,-2,-2,0,剥ぎ取り,2,,,,,,,,,足湯チケット,1,希望の証,1,雪獅子の毛,2,,
グルニャンスーツ,0,1,3,0,99,6,0,22,84,1,1,1,1,1,研ぎ師,2,回復量,2,,,,,,,希望の証,1,ビストロチケット,1,オトモチケット,1,暖かい毛皮,3
グルニャンベスト,0,2,3,0,99,6,0,11,42,1,1,1,1,1,弾薬節約,2,回復量,2,,,,,,,希望の証,1,ビストロチケット,1,オトモチケット,1,暖かい毛皮,3
レザーＳメイル,0,1,4,0,4,99,0,24,86,0,0,0,0,0,気まぐれ,5,,,,,,,,,上質な毛皮,1,上竜骨,2,カブレライト鉱石,1,,
レザーＳレジスト,0,2,4,0,4,99,0,12,74,0,1,1,0,0,気まぐれ,5,,,,,,,,,上質な毛皮,1,上竜骨,2,カブレライト鉱石,1,,
チェーンＳメイル,0,1,4,1,4,99,0,24,86,0,0,1,0,0,体力,3,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,1,大地の結晶,2,ドスヘラクレス,2
チェーンＳレジスト,0,2,4,1,4,99,0,12,74,0,0,1,1,0,体力,3,,,,,,,,,カブレライト鉱石,2,ドラグライト鉱石,1,大地の結晶,2,ドスヘラクレス,2
ベルダーＳメイル,0,1,4,2,4,99,0,26,88,0,1,0,0,0,加護,2,広域,1,,,,,,,上質な毛皮,2,ベルナチケット,1,雲羊鹿の毛玉,5,,
ベルダーＳレジスト,0,2,4,2,4,99,0,13,44,0,2,0,0,0,加護,2,広域,1,,,,,,,上質な毛皮,2,ベルナチケット,1,雲羊鹿の毛玉,5,,
ハントＳメイル,0,1,4,0,4,99,0,26,88,1,0,0,0,0,爆弾強化,2,千里眼,2,,,,,,,カブレライト鉱石,2,ココットチケット,1,火竜の甲殻,3,モンスターの濃汁,2
ハントＳレジスト,0,2,4,0,4,99,0,13,44,2,0,0,0,0,爆弾強化,2,千里眼,2,,,,,,,カブレライト鉱石,2,ココットチケット,1,火竜の甲殻,3,モンスターの濃汁,2
マフモフＳスーツ,0,1,4,0,4,99,0,26,88,-1,0,0,2,0,耐寒,6,溜め短縮,1,,,,,,,上質な毛皮,2,ポッケチケット,1,ブランゴの剛毛,2,,
マフモフＳジャケット,0,2,4,0,4,99,0,13,44,-1,0,0,4,0,耐寒,6,溜め短縮,1,,,,,,,上質な毛皮,2,ポッケチケット,1,ブランゴの剛毛,2,,
ユクモノドウギ・天,0,1,4,0,4,99,0,26,88,0,0,1,0,0,達人,5,回避性能,1,,,,,,,ユクモの堅木,2,ユクモチケット,1,丸鳥の羽,3,,
ユクモノドウギ・地,0,2,4,0,4,99,0,13,44,0,0,2,0,0,達人,5,回避性能,1,,,,,,,ユクモの堅木,2,ユクモチケット,1,丸鳥の羽,3,,
ロックラックＳスーツ,0,0,4,1,4,99,0,15,46,1,0,0,0,2,運搬,3,耐暑,2,,,,,,,上質な腹袋,1,盾虫の堅殻,3,氷結晶,5,,
ハンターＳメイル,0,1,4,1,4,99,0,26,88,0,0,0,0,0,高速設置,2,捕獲,2,,,,,,,ジャギィの上鱗,2,イーオスの上皮,5,暖かい毛皮,5,大猪の皮,2
ハンターＳレジスト,0,2,4,1,4,99,0,13,44,0,0,0,0,0,高速設置,2,捕獲,2,,,,,,,ジャギィの上鱗,2,イーオスの上皮,5,暖かい毛皮,5,大猪の皮,2
ハンターＲメイル,0,1,4,0,6,99,0,22,84,0,0,0,0,0,闘魂,2,観察眼,2,ガード性能,-2,,,,,獰猛化エキス,1,炎戈竜の燃鱗,5,マカライト鉱石,15,獰猛化素材(上位pts),5
ハンターＲレジスト,0,2,4,0,6,99,0,11,42,0,0,0,0,0,闘魂,2,観察眼,2,反動,-2,,,,,獰猛化エキス,1,炎戈竜の燃鱗,5,マカライト鉱石,15,獰猛化素材(上位pts),5
ボーンＳメイル,0,1,4,1,4,99,0,30,92,0,0,0,-1,0,笛,4,KO,2,,,,,,,堅牢な骨,1,竜骨【小】,5,とがった牙,5,,
ボーンＳレジスト,0,2,4,1,4,99,0,15,46,0,0,0,-1,0,笛,4,KO,2,,,,,,,堅牢な骨,1,竜骨【小】,5,とがった牙,5,,
混沌のカイ・覇,0,1,4,3,4,99,0,36,98,2,-2,0,0,0,特殊攻撃,2,特殊会心,-2,,,,,,,ファンゴの上毛皮,4,混沌茸,3,マンドラゴラ,2,交易チケット,1
混沌のイー・覇,0,2,4,3,4,99,0,18,49,4,-2,0,0,0,特殊攻撃,1,特殊会心,-2,,,,,,,ファンゴの上毛皮,4,混沌茸,3,マンドラゴラ,2,交易チケット,1
メルホアＳトロンコ,0,1,4,0,4,99,0,32,94,0,1,1,0,0,採取,3,野草知識,2,,,,,,,王族カナブン,4,ドスビスカス,2,ツタの葉,10,モンスターの濃汁,3
メルホアＳシュタム,0,2,4,0,4,99,0,16,47,0,1,1,0,0,採取,3,野草知識,2,,,,,,,王族カナブン,4,ドスビスカス,2,ツタの葉,10,モンスターの濃汁,3
メルホアＵトロンコ,0,1,4,0,4,99,0,28,90,0,1,1,0,0,耐寒,5,採取,1,,,,,,,ノヴァクリスタル,1,ドスビスカス,2,ツタの葉,10,モンスターの濃汁,3
メルホアＵシュタム,0,2,4,0,4,99,0,14,45,0,1,1,0,0,耐寒,5,採取,1,,,,,,,ノヴァクリスタル,1,ドスビスカス,2,ツタの葉,10,モンスターの濃汁,3
マカルパＳペプラム,0,1,4,1,4,99,0,36,98,1,2,-2,0,0,効果持続,3,調合成功率,2,,,,,,,砂竜の上ヒレ,4,春夜鯉,2,ドス大食いマグロ,1,調合書②初級編,1
マカルパＳエカイユ,0,2,4,1,4,99,0,18,49,1,3,-2,0,0,効果持続,3,調合成功率,2,,,,,,,砂竜の上ヒレ,4,春夜鯉,2,ドス大食いマグロ,1,調合書②初級編,1
マカルパＵペプラム,0,1,4,2,5,99,0,32,94,1,2,-2,0,0,調合数,3,効果持続,1,,,,,,,水竜の上ヒレ,4,春夜鯉,2,ドス大食いマグロ,1,調合書③中級編,1
マカルパＵエカイユ,0,2,4,2,5,99,0,16,47,1,3,-2,0,0,調合数,3,効果持続,1,,,,,,,水竜の上ヒレ,4,春夜鯉,2,ドス大食いマグロ,1,調合書③中級編,1
ビストロＳスーツ,0,1,4,1,4,99,0,34,96,3,1,0,2,0,食事,2,肉食,2,回復量,-1,,,,,白兎獣の剛毛,3,ビストロチケット,2,水生獣の上皮,4,特産キノコキムチ,5
ビストロＳベスト,0,2,4,1,4,99,0,17,48,4,1,0,3,0,食事,2,肉食,2,回復量,-1,,,,,白兎獣の剛毛,3,ビストロチケット,2,水生獣の上皮,4,特産キノコキムチ,5
どんぐりＳメイル,0,1,4,0,4,99,0,36,98,2,2,0,-2,0,砲術,4,采配,4,,,,,,,カブレライト鉱石,3,オトモチケット,2,紅蓮石,5,爆鎚竜の耐熱殻,4
どんぐりＳレジスト,0,2,4,0,4,99,0,18,49,3,3,0,-2,0,砲術,4,采配,3,,,,,,,カブレライト鉱石,3,オトモチケット,2,紅蓮石,5,爆鎚竜の耐熱殻,4
マギュルＳトロンコ,0,1,4,0,4,99,0,36,98,-3,1,0,2,0,火属性攻撃,3,溜め短縮,3,体術,-2,,,,,王族カナブン,4,ペピポパンプキン,2,秘薬,2,交易チケット,1
マギュルＳシュタム,0,2,4,0,4,99,0,18,49,-3,2,0,3,0,火属性攻撃,3,溜め短縮,3,体術,-2,,,,,王族カナブン,4,ペピポパンプキン,2,秘薬,2,交易チケット,1
エーデルＳトロンコ,0,1,4,0,4,99,0,34,96,-1,3,-1,0,0,広域,4,気配,-1,,,,,,,大水袋,2,星見の花,2,ベルナチケット,1,ユクモの堅木,2
エーデルＳシュタム,0,2,4,0,4,99,0,17,48,-1,4,-1,0,0,広域,3,気配,-1,,,,,,,大水袋,2,星見の花,2,ベルナチケット,1,ユクモの堅木,2
ムーファＳスーツ,0,1,4,0,4,99,0,32,94,-1,0,2,3,0,雷属性攻撃,4,耐寒,3,,,,,,,上質な毛皮,2,雲羊鹿の毛玉,5,雲羊鹿の角,4,大猪の大牙,3
ムーファＳジャケット,0,2,4,0,4,99,0,16,47,-1,0,3,4,0,雷属性攻撃,4,耐寒,3,,,,,,,上質な毛皮,2,雲羊鹿の毛玉,5,雲羊鹿の角,4,大猪の大牙,3
ズワロマント,0,1,4,0,4,99,0,28,90,-2,2,0,-1,1,水属性攻撃,5,回復速度,2,,,,,,,垂皮竜の上皮,4,ファンゴの上毛皮,2,大猪の皮,3,,
ズワロケープ,0,2,4,0,4,99,0,14,45,-2,3,0,-1,1,水属性攻撃,4,回復速度,2,,,,,,,垂皮竜の上皮,4,ファンゴの上毛皮,2,大猪の皮,3,,
ランポスーツＳボディ,0,1,4,0,4,99,0,20,82,1,2,1,1,1,運気,2,腹減り,-2,,,,,,,ランポスの大上皮,2,ランポスの上鱗,4,鳴き袋,3,上質な毛皮,5
ランポスーツＳウェア,0,2,4,0,4,99,0,10,41,1,3,1,1,1,運気,1,腹減り,-2,,,,,,,ランポスの大上皮,2,ランポスの上鱗,4,鳴き袋,3,上質な毛皮,5
ゲネポスーツＳボディ,0,1,4,0,4,99,0,20,82,1,1,2,1,1,運気,2,腹減り,-2,,,,,,,ゲネポスの大上皮,2,ゲネポスの上鱗,4,麻痺袋,3,上質な毛皮,5
ゲネポスーツＳウェア,0,2,4,0,4,99,0,10,41,1,1,3,1,1,運気,1,腹減り,-2,,,,,,,ゲネポスの大上皮,2,ゲネポスの上鱗,4,麻痺袋,3,上質な毛皮,5
イーオスーツＳボディ,0,1,4,0,5,99,0,20,82,2,1,1,1,1,運気,2,腹減り,-2,,,,,,,イーオスの大上皮,2,イーオスの上鱗,4,毒袋,3,肉厚な上皮,4
イーオスーツＳウェア,0,2,4,0,5,99,0,10,41,3,1,1,1,1,運気,1,腹減り,-2,,,,,,,イーオスの大上皮,2,イーオスの上鱗,4,毒袋,3,肉厚な上皮,4
ガブラスーツＳボディ,0,1,4,0,5,99,0,20,82,1,1,1,1,2,運気,2,腹減り,-2,,,,,,,翼蛇竜の上皮,4,翼蛇竜の皮,4,獄炎石,2,尖竜骨,2
ガブラスーツＳウェア,0,2,4,0,5,99,0,10,41,1,1,1,1,3,運気,1,腹減り,-2,,,,,,,翼蛇竜の上皮,4,翼蛇竜の皮,4,獄炎石,2,尖竜骨,2
モスＳブレスト,0,0,4,1,4,99,0,19,50,0,0,0,0,0,茸食,1,,,,,,,,,ファンゴの上毛皮,3,モスの苔皮,2,大猪の硬い皮,1,マカライト鉱石,5
リノプロＳメイル,0,1,4,1,4,99,0,32,94,2,0,0,-2,0,水属性攻撃,3,砲術,1,,,,,,,草食竜の堅殻,1,草食竜の頭殻,1,カブレライト鉱石,2,,
リノプロＳレジスト,0,2,4,1,4,99,0,16,47,3,0,0,-2,0,水属性攻撃,3,砲術,1,,,,,,,草食竜の堅殻,1,草食竜の頭殻,1,カブレライト鉱石,2,,
ジャギィＳメイル,0,1,4,1,4,99,0,28,90,-2,0,0,0,0,攻撃,3,防御,-2,,,,,,,ジャギィの上鱗,4,鳥竜種の牙,8,マッカォの上鱗,3,カブレライト鉱石,2
ジャギィＳレジスト,0,2,4,1,4,99,0,14,45,-2,0,0,0,0,攻撃,3,防御,-2,,,,,,,ジャギィの上鱗,4,鳥竜種の牙,8,マッカォの上鱗,3,カブレライト鉱石,2
ドロスＳメイル,0,1,4,0,4,99,0,28,90,-2,4,-1,0,0,節食,5,体術,2,,,,,,,水生獣の上皮,3,未熟な海綿質,5,上質な毛皮,3,水獣の尻尾,1
ドロスＳレジスト,0,2,4,0,4,99,0,14,45,-2,5,-1,0,0,節食,5,体術,2,,,,,,,水生獣の上皮,3,未熟な海綿質,5,上質な毛皮,3,水獣の尻尾,1
コトルＳメイル,0,1,4,1,5,99,0,30,92,4,-2,0,-1,0,ガード強化,4,,,,,,,,,溶岩獣の上鱗,4,溶岩獣の鱗,6,上質な毛皮,4,獄炎石,1
コトルＳレジスト,0,2,4,1,5,99,0,15,46,5,-2,0,-1,0,変則射撃,4,,,,,,,,,溶岩獣の上鱗,4,溶岩獣の鱗,6,上質な毛皮,4,獄炎石,1
マッカォＳメイル,0,1,4,0,4,99,0,30,92,-2,0,0,0,0,跳躍,4,KO,1,,,,,,,跳狗竜の上鱗,3,跳狗竜の上赤皮,2,鳥竜種の牙,10,カブレライト鉱石,5
マッカォＳレジスト,0,2,4,0,4,99,0,15,46,-2,1,1,1,1,跳躍,4,KO,1,,,,,,,跳狗竜の上鱗,3,跳狗竜の上赤皮,2,鳥竜種の牙,10,カブレライト鉱石,5
ランポスＳメイル,0,1,4,0,4,99,0,30,92,0,0,0,-2,0,気絶,5,麻痺,-4,,,,,,,ランポスの大上皮,4,ランポスの大尖爪,2,ドラグライト鉱石,4,上質な毛皮,2
ランポスＳレジスト,0,2,4,0,4,99,0,15,46,0,1,1,-2,0,気絶,5,麻痺,-4,,,,,,,ランポスの大上皮,4,ランポスの大尖爪,2,ドラグライト鉱石,4,上質な毛皮,2
ギアノスＳメイル,0,1,4,0,4,99,0,30,92,0,0,-1,2,0,氷属性攻撃,5,,,,,,,,,ギアノスの上皮,3,ギアノスの上鱗,4,黒蝕竜の甲殻,1,セッチャクロアリ,10
ギアノスＳレジスト,0,2,4,0,4,99,0,15,46,0,0,-1,3,0,氷属性攻撃,5,,,,,,,,,ギアノスの上皮,3,ギアノスの上鱗,4,黒蝕竜の甲殻,1,セッチャクロアリ,10
ゲネポスＳメイル,0,1,4,0,4,99,0,32,94,0,0,1,-2,0,麻痺,3,雷属性攻撃,3,毒,-2,,,,,ゲネポスの上鱗,4,ゲネポスの上皮,4,麻痺袋,3,上質な腹袋,3
ゲネポスＳレジスト,0,2,4,0,4,99,0,16,47,1,0,2,-2,0,麻痺,3,雷属性攻撃,3,毒,-2,,,,,ゲネポスの上鱗,4,ゲネポスの上皮,4,麻痺袋,3,上質な腹袋,3
EXゲネポスメイル,0,1,4,1,5,99,0,36,98,0,0,1,-2,0,攻撃,2,特殊攻撃,2,属性攻撃,-2,,,,,虹色鉱石,1,ゲネポスの大尖牙,4,ゲネポスの上鱗,5,マレコガネ,3
EXゲネポスレジスト,0,2,4,1,5,99,0,18,49,1,0,2,-2,0,攻撃,2,特殊攻撃,1,属性攻撃,-2,,,,,虹色鉱石,1,ゲネポスの大尖牙,4,ゲネポスの上鱗,5,マレコガネ,3
イーオスＳメイル,0,1,4,1,4,99,0,34,96,2,-1,-1,0,0,観察眼,3,毒,2,気絶,-2,,,,,イーオスの上皮,2,イーオスの毒牙,10,カブレライト鉱石,6,堅牢な骨,3
イーオスＳレジスト,0,2,4,1,4,99,0,17,48,3,-1,-1,0,0,観察眼,3,毒,2,気絶,-2,,,,,イーオスの上皮,2,イーオスの毒牙,10,カブレライト鉱石,6,堅牢な骨,3
EXイーオスメイル,0,1,4,0,5,99,0,38,100,2,-1,-1,0,0,火耐性,3,根性,2,調合成功率,-2,,,,,虹色鉱石,1,イーオスの上紫鱗,4,イーオスの上鱗,6,王族カナブン,3
EXイーオスレジスト,0,2,4,0,5,99,0,19,50,3,-1,-1,0,0,火耐性,3,根性,2,調合成功率,-2,,,,,虹色鉱石,1,イーオスの上紫鱗,4,イーオスの上鱗,6,王族カナブン,3
ランゴＳメイル,0,1,4,2,4,99,0,32,94,-2,1,1,1,2,納刀,2,,,,,,,,,ランゴスタの堅殻,3,ランゴスタの薄羽,3,ランゴスタの甲殻,2,セッチャクロアリ,10
ランゴＳレジスト,0,2,4,2,4,99,0,16,47,-2,2,2,2,3,納刀,2,,,,,,,,,ランゴスタの堅殻,3,ランゴスタの薄羽,3,ランゴスタの甲殻,2,セッチャクロアリ,10
EXランゴメイル,0,1,4,0,5,99,0,36,98,-2,1,1,1,2,剣術,2,回避距離,2,体力,-2,,,,,虹色鉱石,1,ランゴスタの堅殻,4,上質な腹袋,4,王族カナブン,3
EXランゴレジスト,0,2,4,0,5,99,0,18,49,-2,2,2,2,3,散弾強化,2,回避距離,2,体力,-2,,,,,虹色鉱石,1,ランゴスタの堅殻,4,上質な腹袋,4,王族カナブン,3
タロスＳメイル,0,1,4,0,4,99,0,36,98,-1,-1,-1,-1,4,龍属性攻撃,5,龍耐性,2,,,,,,,カンタロスの薄羽,3,カンタロスの堅殻,3,カンタロスの甲殻,4,セッチャクロアリ,10
タロスＳレジスト,0,2,4,0,4,99,0,18,49,-1,-1,-1,-1,6,龍属性攻撃,5,龍耐性,2,,,,,,,カンタロスの薄羽,3,カンタロスの堅殻,3,カンタロスの甲殻,4,セッチャクロアリ,10
EXタロスメイル,0,1,4,1,5,99,0,40,102,-1,-1,-1,-1,4,龍属性攻撃,2,ガード性能,2,体術,-2,,,,,虹色鉱石,1,カンタロスの堅殻,4,上質な腹袋,4,王族カナブン,3
EXタロスレジスト,0,2,4,1,5,99,0,20,51,-1,-1,-1,-1,6,龍属性攻撃,2,精密射撃,2,体術,-2,,,,,虹色鉱石,1,カンタロスの堅殻,4,上質な腹袋,4,王族カナブン,3
タロスＲメイル,0,1,4,2,6,99,0,32,94,-1,-1,-1,-1,4,窮地,3,毒,-5,,,,,,,獰猛な爪,1,カンタロスの堅殻,7,モンスターの濃汁,3,獰猛化素材(上位pts),8
タロスＲレジスト,0,2,4,2,6,99,0,16,47,-1,-1,-1,-1,6,窮地,3,毒,-5,,,,,,,獰猛な爪,1,カンタロスの堅殻,7,モンスターの濃汁,3,獰猛化素材(上位pts),8
ブナハＳスーツ,0,1,4,0,4,99,0,32,94,-2,0,0,0,2,特殊攻撃,3,斬れ味,1,火耐性,-2,,,,,飛甲虫の堅殻,2,飛甲虫の甲殻,3,モンスターの濃汁,2,王族カナブン,2
ブナハＳベスト,0,2,4,0,4,99,0,16,47,-2,1,1,1,3,特殊攻撃,3,弾薬節約,1,火耐性,-2,,,,,飛甲虫の堅殻,2,飛甲虫の甲殻,3,モンスターの濃汁,2,王族カナブン,2
ファンゴＳメイル,0,1,4,1,4,99,0,36,98,0,2,-2,1,0,底力,4,攻撃,1,加護,-4,,,,,大猪の硬い皮,5,堅牢な骨,3,ファンゴの毛皮,5,白兎獣の剛毛,2
