#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
レギオスコート,0,2,3,2,3,6,0,12,43,4,0,-3,-2,0,射法,2,体術,1,スタミナ,-2,,,,,千刃竜の刃鱗,5,千刃竜の飛刃片,4,千刃竜の翼爪,3,砂竜のヒレ,4
レックスフォールド,0,1,3,0,3,6,0,24,86,2,0,-3,0,-2,食事,3,聴覚保護,2,回復量,-2,,,,,轟竜の甲殻,4,轟竜の鱗,4,上竜骨,2,キラビートル,2
レックスコート,0,2,3,0,3,6,0,12,43,4,0,-3,0,-2,食事,3,聴覚保護,2,回復量,-2,,,,,轟竜の甲殻,4,轟竜の鱗,4,上竜骨,2,キラビートル,2
キリンフープ,0,1,3,0,3,6,0,26,88,-1,-1,3,0,2,加護,3,属性攻撃,1,効果持続,-2,,,,,キリンの皮,1,キリンの雷角,2,ゴム質の皮,2,電気袋,3
キリンショルト,0,2,3,0,3,6,0,13,44,-1,-1,4,0,2,加護,2,属性攻撃,1,効果持続,-2,,,,,キリンの皮,1,キリンの雷角,2,ゴム質の皮,2,電気袋,3
ブラキフォールド,0,1,3,0,3,6,0,24,86,2,-4,0,-2,0,闘魂,3,細菌学,1,乗り,-2,,,,,砕竜の黒曜甲,2,砕竜の尻尾,1,砕竜の甲殻,4,カワズの油,2
ブラキコート,0,2,3,0,3,6,0,12,43,2,-3,0,-2,0,闘魂,3,細菌学,1,乗り,-2,,,,,砕竜の黒曜甲,2,砕竜の尻尾,1,砕竜の甲殻,4,カワズの油,2
アークフォールド,1,1,3,2,3,6,0,26,88,-2,2,0,2,-4,無傷,2,匠,1,,,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
アークコート,1,2,3,1,3,6,0,13,44,-2,2,0,2,-3,無傷,2,,,,,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
フィリアフォールド,2,1,3,2,3,6,0,26,88,-2,2,0,2,-4,無傷,2,匠,1,,,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
フィリアコート,2,2,3,1,3,6,0,13,44,-2,2,0,2,-3,無傷,2,,,,,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
クシャナアンダ,0,1,3,0,3,99,0,26,88,-1,2,-2,3,-3,重撃,3,耐暑,1,,,,,,,鋼龍の翼膜,1,鋼龍の爪,2,鋼龍の尻尾,1,紅蓮石,1
クシャナアドミ,0,2,3,0,3,99,0,13,44,-1,2,-2,5,-3,重撃,3,耐暑,1,,,,,,,鋼龍の翼膜,1,鋼龍の爪,2,鋼龍の尻尾,1,紅蓮石,1
ミヅハ【丸帯】,0,1,3,1,3,99,0,26,88,-5,1,0,2,-3,風圧,3,聴覚保護,2,,,,,,,霞龍の尻尾,1,霞龍の皮,2,霞龍の爪,2,ライトクリスタル,1
トヨタマ【丸帯】,0,2,3,1,3,99,0,13,44,-4,1,0,2,-3,聴覚保護,2,風圧,2,,,,,,,霞龍の尻尾,1,霞龍の皮,2,霞龍の爪,2,ライトクリスタル,1
カイザーフォールド,0,1,3,1,3,99,0,26,88,4,-4,1,-1,-3,毒,2,炎熱適応,2,,,,,,,炎王龍のたてがみ,1,炎の龍鱗,3,炎王龍の尻尾,1,古龍の血,1
カイザーコート,0,2,3,1,3,99,0,13,44,4,-3,1,-1,-3,毒,2,炎熱適応,2,,,,,,,炎王龍のたてがみ,1,炎の龍鱗,3,炎王龍の尻尾,1,古龍の血,1
骸装甲【腰骨】,0,1,3,1,3,99,0,26,88,-1,-1,-1,-1,-2,逆境,2,逆上,2,,,,,,,骸棘殻,3,骸頭骨,2,発光する粘液,1,竜骨【大】,4
屍装甲【腰骨】,0,2,3,1,3,99,0,13,44,-1,-1,-1,-1,-1,逆境,2,逆上,2,,,,,,,骸棘殻,3,骸頭骨,2,発光する粘液,1,竜骨【大】,4
ブラックスパイン,0,1,3,0,99,5,0,24,86,2,2,2,2,-5,属性耐性,3,溜め短縮,2,,,,,,,黒い塊,1,黒いかけら,3,いにしえの秘薬,1,龍殺しの実,3
ブラックスケイル,0,2,3,0,99,5,0,12,43,2,2,2,2,-4,属性耐性,3,溜め短縮,2,,,,,,,黒い塊,1,黒いかけら,3,いにしえの秘薬,1,龍殺しの実,3
クロオビフォールド,0,1,3,0,3,5,0,22,84,1,1,1,1,1,会心強化,2,運気,-1,,,,,,,クロオビチケット,1,ガララコイン,2,上竜骨,1,,
クロオビコート,0,2,3,0,3,5,0,11,42,1,1,1,1,2,会心強化,2,運気,-1,,,,,,,クロオビチケット,1,ガララコイン,2,上竜骨,1,,
ギルドバードコイル,1,1,3,1,3,5,0,20,82,0,0,0,0,0,号令,2,運気,2,気まぐれ,-2,,,,,龍歴院チケット,1,溶岩塊,2,ドラグライト鉱石,3,,
ギルドバードコート,1,2,3,1,3,5,0,10,41,0,0,0,0,0,号令,2,運気,2,気まぐれ,-2,,,,,龍歴院チケット,1,溶岩塊,2,ドラグライト鉱石,3,,
メイドスカート,2,1,3,1,99,3,0,20,82,0,0,0,0,0,采配,2,運気,2,気まぐれ,-2,,,,,ココットチケット,1,ランポスの大皮,5,暖かい毛皮,4,,
プライベートフリル,2,2,3,1,99,3,0,10,41,0,0,0,0,0,采配,2,運気,2,気まぐれ,-2,,,,,ココットチケット,1,ランポスの大皮,5,暖かい毛皮,4,,
ヘルパースカート,2,1,3,1,99,3,0,20,82,0,0,0,0,0,広域,3,回復量,1,回復速度,-1,,,,,ポッケチケット,1,ライトクリスタル,2,迅竜の黒毛,3,,
ヒーラーフリル,2,2,3,1,99,3,0,10,41,0,0,0,0,0,回復量,2,広域,2,気配,-1,,,,,ポッケチケット,1,ライトクリスタル,2,迅竜の黒毛,3,,
撫子【四垂】,2,1,3,1,99,2,0,20,82,0,0,0,0,0,千里眼,2,観察眼,2,,,,,,,ユクモチケット,1,ユクモの木,2,赤甲獣の蛇腹甲,4,,
桔梗【四垂】,2,2,3,1,99,2,0,10,41,0,0,0,0,0,千里眼,2,観察眼,2,,,,,,,ユクモチケット,1,ユクモの木,2,赤甲獣の蛇腹甲,4,,
グルニャンサロン,0,1,3,0,99,6,0,22,84,1,1,1,1,1,研ぎ師,3,回復量,3,,,,,,,希望の証,1,ビストロチケット,1,交易チケット,1,暖かい毛皮,3
グルニャンエプロン,0,2,3,0,99,6,0,11,42,1,1,1,1,1,弾薬節約,3,回復量,2,,,,,,,希望の証,1,ビストロチケット,1,交易チケット,1,暖かい毛皮,3
レザーＳフォールド,0,1,4,2,4,99,0,24,86,0,0,0,0,0,採取,2,気まぐれ,1,,,,,,,上質な毛皮,1,竜骨【大】,3,カブレライト鉱石,1,,
レザーＳコート,0,2,4,2,4,99,0,12,74,0,1,1,0,0,採取,2,気まぐれ,1,,,,,,,上質な毛皮,1,竜骨【大】,3,カブレライト鉱石,1,,
チェーンＳフォールド,0,1,4,1,4,99,0,24,86,0,0,1,0,0,節食,3,,,,,,,,,カブレライト鉱石,1,ドラグライト鉱石,1,大地の結晶,2,ドスヘラクレス,2
チェーンＳコート,0,2,4,1,4,99,0,12,74,0,0,1,1,0,節食,3,,,,,,,,,カブレライト鉱石,1,ドラグライト鉱石,1,大地の結晶,2,ドスヘラクレス,2
ベルダーＳベルト,0,1,4,1,4,99,0,26,88,0,1,0,0,0,笛,6,広域,1,,,,,,,上質な毛皮,1,ベルナチケット,1,雲羊鹿の毛玉,5,,
ベルダーＳコート,0,2,4,1,4,99,0,13,44,0,2,0,0,0,笛,6,広域,1,,,,,,,上質な毛皮,1,ベルナチケット,1,雲羊鹿の毛玉,5,,
ハントＳフォールド,0,1,4,1,4,99,0,26,88,1,0,0,0,0,高速設置,3,爆弾強化,2,,,,,,,カブレライト鉱石,2,ココットチケット,1,上質な毛皮,5,モンスターの体液,5
ハントＳコート,0,2,4,1,4,99,0,13,44,2,0,0,0,0,高速設置,3,爆弾強化,2,,,,,,,カブレライト鉱石,2,ココットチケット,1,上質な毛皮,5,モンスターの体液,5
マフモフＳコイル,0,1,4,1,4,99,0,26,88,-1,0,0,2,0,溜め短縮,3,耐寒,2,,,,,,,上質な毛皮,2,ポッケチケット,1,ファンゴの上毛皮,3,,
マフモフＳコート,0,2,4,1,4,99,0,13,44,-1,0,0,4,0,耐寒,2,溜め短縮,2,,,,,,,上質な毛皮,2,ポッケチケット,1,ファンゴの上毛皮,3,,
ユクモノオビ・天,0,1,4,2,4,99,0,26,88,0,0,1,0,0,回避性能,2,達人,1,,,,,,,ユクモの堅木,1,ユクモチケット,1,カブレライト鉱石,2,,
ユクモノオビ・地,0,2,4,2,4,99,0,13,44,0,0,2,0,0,回避性能,2,達人,1,,,,,,,ユクモの堅木,1,ユクモチケット,1,カブレライト鉱石,2,,
ロックラックＳコイル,0,0,4,1,4,99,0,15,46,1,0,0,0,2,耐暑,4,運搬,3,,,,,,,上質な腹袋,2,ジャギィの上鱗,3,甲虫の大顎,3,,
ハンターＳフォールド,0,1,4,1,4,99,0,26,88,0,0,0,0,0,狩人,6,捕獲,2,,,,,,,カブレライト鉱石,3,ファンゴの上毛皮,4,ファンゴの毛皮,5,ドラグライト鉱石,5
ハンターＳコート,0,2,4,1,4,99,0,13,44,0,0,0,0,0,狩人,6,捕獲,2,,,,,,,カブレライト鉱石,3,ファンゴの上毛皮,4,ファンゴの毛皮,5,ドラグライト鉱石,5
ハンターＲフォールド,0,1,4,1,6,99,0,22,84,0,0,0,0,0,観察眼,3,,,,,,,,,獰猛化エキス,1,巨獣の剛毛,5,マカライト鉱石,15,獰猛化素材(上位pts),5
ハンターＲコート,0,2,4,1,6,99,0,11,42,0,0,0,0,0,観察眼,3,,,,,,,,,獰猛化エキス,1,巨獣の剛毛,5,マカライト鉱石,15,獰猛化素材(上位pts),5
ボーンＳフォールド,0,1,4,2,4,99,0,30,92,0,0,0,-1,0,鈍器,2,KO,2,攻撃,-1,,,,,堅牢な骨,1,竜骨【中】,2,なぞの骨,10,,
ボーンＳコート,0,2,4,2,4,99,0,15,46,0,0,0,-1,0,変則射撃,2,KO,2,攻撃,-1,,,,,堅牢な骨,1,竜骨【中】,2,なぞの骨,10,,
スキンライトＳベルト,0,0,4,0,4,99,0,15,46,0,0,0,0,0,睡眠,10,,,,,,,,,上質な毛皮,2,カワズの殿油,2,,,,
アイアンＳベルト,0,0,4,0,4,99,0,16,47,0,0,3,0,0,対防御DOWN,10,,,,,,,,,カブレライト鉱石,2,上質な毛皮,3,盾虫の堅殻,3,,
メルホアＳオッハ,0,1,4,3,4,99,0,32,94,0,1,1,0,0,採取,2,,,,,,,,,王族カナブン,4,ドスビスカス,2,ネムリ草,10,いにしえの秘薬,1
メルホアＳブラット,0,2,4,3,4,99,0,16,47,0,1,1,0,0,採取,1,,,,,,,,,王族カナブン,4,ドスビスカス,2,ネムリ草,10,いにしえの秘薬,1
メルホアＵオッハ,0,1,4,3,4,99,0,28,90,0,1,1,0,0,耐寒,1,気まぐれ,1,,,,,,,ノヴァクリスタル,1,ドスビスカス,2,ネムリ草,10,いにしえの秘薬,1
メルホアＵブラット,0,2,4,3,4,99,0,14,45,0,1,1,0,0,耐寒,1,気まぐれ,1,,,,,,,ノヴァクリスタル,1,ドスビスカス,2,ネムリ草,10,いにしえの秘薬,1
マカルパＳコイル,0,1,4,1,4,99,0,36,98,1,2,-2,0,0,調合成功率,4,調合数,2,,,,,,,砂竜の上鱗,8,春夜鯉,2,小金魚,4,調合書②初級編,1
マカルパＳナジュワ,0,2,4,1,4,99,0,18,49,1,3,-2,0,0,調合成功率,3,調合数,2,,,,,,,砂竜の上鱗,8,春夜鯉,2,小金魚,4,調合書②初級編,1
マカルパＵコイル,0,1,4,1,5,99,0,32,94,1,2,-2,0,0,調合成功率,4,効果持続,2,,,,,,,水竜の上鱗,8,春夜鯉,2,小金魚,4,調合書③中級編,1
マカルパＵナジュワ,0,2,4,1,5,99,0,16,47,1,3,-2,0,0,調合成功率,3,効果持続,2,,,,,,,水竜の上鱗,8,春夜鯉,2,小金魚,4,調合書③中級編,1
ビストロＳサロン,0,1,4,1,4,99,0,34,96,3,1,0,2,0,食事,2,肉食,2,回復量,-1,,,,,白兎獣の剛毛,3,ビストロチケット,2,水生獣の上皮,4,氷結晶イチゴ,5
ビストロＳエプロン,0,2,4,1,4,99,0,17,48,4,1,0,3,0,食事,2,肉食,2,回復量,-1,,,,,白兎獣の剛毛,3,ビストロチケット,2,水生獣の上皮,4,氷結晶イチゴ,5
マギュルＳオッハ,0,1,4,2,4,99,0,36,98,-3,1,0,2,0,火属性攻撃,5,,,,,,,,,王族カナブン,4,ペピポパンプキン,2,飛甲虫の堅殻,4,交易チケット,1
マギュルＳブラット,0,2,4,2,4,99,0,18,49,-3,2,0,3,0,火属性攻撃,4,,,,,,,,,王族カナブン,4,ペピポパンプキン,2,飛甲虫の堅殻,4,交易チケット,1
エーデルＳオッハ,0,1,4,1,4,99,0,34,96,-1,3,-1,0,0,広域,4,気配,-1,,,,,,,大水袋,2,星見の花,2,ベルナチケット,1,ユクモの堅木,2
エーデルＳブラット,0,2,4,1,4,99,0,17,48,-1,4,-1,0,0,広域,4,気配,-1,,,,,,,大水袋,2,星見の花,2,ベルナチケット,1,ユクモの堅木,2
ムーファＳコイル,0,1,4,0,4,99,0,32,94,-1,0,2,3,0,雷属性攻撃,4,耐寒,3,,,,,,,上質な毛皮,2,雲羊鹿の毛玉,5,雲羊鹿の角,4,水獣の鋭爪,2
ムーファＳコート,0,2,4,0,4,99,0,16,47,-1,0,3,4,0,雷属性攻撃,4,耐寒,2,,,,,,,上質な毛皮,2,雲羊鹿の毛玉,5,雲羊鹿の角,4,水獣の鋭爪,2
ガブラスーツＳベルト,0,1,4,1,5,99,0,20,82,1,1,1,1,2,運気,2,腹減り,-2,,,,,,,翼蛇竜の上皮,3,縞模様の皮,5,獄炎石,2,カワズの殿油,2
ガブラスーツＳバンド,0,2,4,1,5,99,0,10,41,1,1,1,1,3,運気,2,腹減り,-2,,,,,,,翼蛇竜の上皮,3,縞模様の皮,5,獄炎石,2,カワズの殿油,2
モスＳヒップ,0,0,4,2,4,99,0,19,50,0,0,0,0,0,茸食,1,,,,,,,,,ファンゴの上毛皮,4,モスの苔皮,2,大猪の硬い皮,1,マカライト鉱石,3
リノプロＳコイル,0,1,4,1,4,99,0,32,94,2,0,0,-2,0,砲術,2,水属性攻撃,1,,,,,,,草食竜の堅殻,1,草食竜の頭殻,1,氷結晶,3,,
リノプロＳコート,0,2,4,1,4,99,0,16,47,3,0,0,-2,0,砲術,2,水属性攻撃,1,,,,,,,草食竜の堅殻,1,草食竜の頭殻,1,氷結晶,3,,
ジャギィＳフォールド,0,1,4,1,4,99,0,28,90,-2,0,0,0,0,攻撃,4,防御,-1,,,,,,,ジャギィの上鱗,4,上質な鳥竜骨,4,ゲネポスの上鱗,3,ドラグライト鉱石,4
ジャギィＳコート,0,2,4,1,4,99,0,14,45,-2,0,0,0,0,攻撃,4,防御,-1,,,,,,,ジャギィの上鱗,4,上質な鳥竜骨,4,ゲネポスの上鱗,3,ドラグライト鉱石,4
ドロスＳフォールド,0,1,4,2,4,99,0,28,90,-2,4,-1,0,0,体術,2,節食,2,,,,,,,水生獣の上皮,4,上質な鳥竜骨,3,上質な毛皮,2,海綿質の皮,3
ドロスＳコート,0,2,4,2,4,99,0,14,45,-2,5,-1,0,0,体術,2,節食,2,,,,,,,水生獣の上皮,4,上質な鳥竜骨,3,上質な毛皮,2,海綿質の皮,3
コトルＳフォールド,0,1,4,1,5,99,0,30,92,4,-2,0,-1,0,ガード強化,4,,,,,,,,,溶岩獣の上鱗,3,溶岩獣の鱗,8,カブレライト鉱石,3,マレコガネ,2
コトルＳコート,0,2,4,1,5,99,0,15,46,5,-2,0,-1,0,変則射撃,4,,,,,,,,,溶岩獣の上鱗,3,溶岩獣の鱗,8,カブレライト鉱石,3,マレコガネ,2
マッカォＳフォールド,0,1,4,1,4,99,0,30,92,-2,0,0,0,0,KO,2,,,,,,,,,マッカォの上鱗,4,跳狗竜の鱗,4,上質な鳥竜骨,4,ドラグライト鉱石,5
マッカォＳコート,0,2,4,1,4,99,0,15,46,-2,1,1,1,1,KO,2,,,,,,,,,マッカォの上鱗,4,跳狗竜の鱗,4,上質な鳥竜骨,4,ドラグライト鉱石,5
ランポスＳフォールド,0,1,4,2,4,99,0,30,92,0,0,0,-2,0,水属性攻撃,4,気絶,1,麻痺,-1,,,,,ランポスの上鱗,4,ランポスの上皮,5,大地の結晶,6,王族カナブン,4
ランポスＳコート,0,2,4,2,4,99,0,15,46,0,1,1,-2,0,水属性攻撃,4,気絶,1,麻痺,-1,,,,,ランポスの上鱗,4,ランポスの上皮,5,大地の結晶,6,王族カナブン,4
ギアノスＳフォールド,0,1,4,1,4,99,0,30,92,0,0,-1,2,0,だるま,5,睡眠,-4,,,,,,,ギアノスの上皮,4,ギアノスの上鱗,4,黒狼鳥の甲殻,2,ドラグライト鉱石,4
ギアノスＳコート,0,2,4,1,4,99,0,15,46,0,0,-1,3,0,だるま,4,睡眠,-4,,,,,,,ギアノスの上皮,4,ギアノスの上鱗,4,黒狼鳥の甲殻,2,ドラグライト鉱石,4
ゲネポスＳフォールド,0,1,4,2,4,99,0,32,94,0,0,1,-2,0,麻痺,2,雷属性攻撃,1,毒,-2,,,,,ゲネポスの上鱗,4,ゲネポスの上皮,4,強力麻痺袋,2,ドスヘラクレス,3
ゲネポスＳコート,0,2,4,2,4,99,0,16,47,1,0,2,-2,0,麻痺,1,雷属性攻撃,1,毒,-2,,,,,ゲネポスの上鱗,4,ゲネポスの上皮,4,強力麻痺袋,2,ドスヘラクレス,3
EXゲネポスフォールド,0,1,4,1,5,99,0,36,98,0,0,1,-2,0,攻撃,2,特殊攻撃,2,属性攻撃,-2,,,,,虹色鉱石,1,ゲネポスの大尖牙,4,強力麻痺袋,3,マレコガネ,3
EXゲネポスコート,0,2,4,1,5,99,0,18,49,1,0,2,-2,0,攻撃,2,特殊攻撃,2,属性攻撃,-2,,,,,虹色鉱石,1,ゲネポスの大尖牙,4,強力麻痺袋,3,マレコガネ,3
イーオスＳフォールド,0,1,4,1,5,99,0,34,96,2,-1,-1,0,0,観察眼,2,毒,1,気絶,-1,,,,,イーオスの大上皮,3,イーオスの上紫鱗,2,ドラグライト鉱石,6,猛毒袋,2
イーオスＳコート,0,2,4,1,5,99,0,17,48,3,-1,-1,0,0,毒,1,観察眼,1,気絶,-1,,,,,イーオスの大上皮,3,イーオスの上紫鱗,2,ドラグライト鉱石,6,猛毒袋,2
EXイーオスフォールド,0,1,4,0,5,99,0,38,100,2,-1,-1,0,0,火耐性,3,根性,2,調合成功率,-2,,,,,虹色鉱石,1,イーオスの上紫鱗,4,猛毒袋,3,ゴム質の上皮,2
EXイーオスコート,0,2,4,0,5,99,0,19,50,3,-1,-1,0,0,火耐性,2,根性,2,調合成功率,-2,,,,,虹色鉱石,1,イーオスの上紫鱗,4,猛毒袋,3,ゴム質の上皮,2
ランゴＳフォールド,0,1,4,1,4,99,0,32,94,-2,1,1,1,2,納刀,5,,,,,,,,,ランゴスタの薄羽,3,ランゴスタの堅殻,3,ランゴスタの甲殻,4,王族カナブン,2
ランゴＳコート,0,2,4,1,4,99,0,16,47,-2,2,2,2,3,納刀,5,,,,,,,,,ランゴスタの薄羽,3,ランゴスタの堅殻,3,ランゴスタの甲殻,4,王族カナブン,2
EXランゴフォールド,0,1,4,0,5,99,0,36,98,-2,1,1,1,2,剣術,2,回避距離,2,体力,-2,,,,,虹色鉱石,1,ランゴスタの堅殻,4,飛甲虫の堅殻,5,獄炎石,2
EXランゴコート,0,2,4,0,5,99,0,18,49,-2,2,2,2,3,散弾強化,2,回避距離,2,体力,-2,,,,,虹色鉱石,1,ランゴスタの堅殻,4,飛甲虫の堅殻,5,獄炎石,2
タロスＳフォールド,0,1,4,1,4,99,0,36,98,-1,-1,-1,-1,4,龍耐性,4,,,,,,,,,カンタロスの薄羽,3,カンタロスの堅殻,3,カンタロスの甲殻,4,王族カナブン,2
タロスＳコート,0,2,4,1,4,99,0,18,49,-1,-1,-1,-1,6,龍耐性,4,,,,,,,,,カンタロスの薄羽,3,カンタロスの堅殻,3,カンタロスの甲殻,4,王族カナブン,2
EXタロスフォールド,0,1,4,1,5,99,0,40,102,-1,-1,-1,-1,4,龍属性攻撃,2,ガード性能,2,体術,-2,,,,,虹色鉱石,1,カンタロスの堅殻,4,飛甲虫の堅殻,5,獄炎石,2
EXタロスコート,0,2,4,1,5,99,0,20,51,-1,-1,-1,-1,6,龍属性攻撃,2,精密射撃,2,体術,-2,,,,,虹色鉱石,1,カンタロスの堅殻,4,飛甲虫の堅殻,5,獄炎石,2
タロスＲフォールド,0,1,4,0,6,99,0,32,94,-1,-1,-1,-1,4,龍耐性,2,窮地,2,,,,,,,獰猛な爪,1,カンタロスの堅殻,7,カンタロスの羽,15,獰猛化素材(上位pts),8
タロスＲコート,0,2,4,0,6,99,0,16,47,-1,-1,-1,-1,6,龍耐性,2,窮地,2,,,,,,,獰猛な爪,1,カンタロスの堅殻,7,カンタロスの羽,15,獰猛化素材(上位pts),8
ブナハＳコイル,0,1,4,1,4,99,0,32,94,-2,0,0,0,2,特殊攻撃,4,火耐性,-2,,,,,,,飛甲虫の堅殻,2,飛甲虫の羽,4,モンスターの濃汁,1,王族カナブン,2
ブナハＳコート,0,2,4,1,4,99,0,16,47,-2,1,1,1,3,特殊攻撃,4,火耐性,-2,,,,,,,飛甲虫の堅殻,2,飛甲虫の羽,4,モンスターの濃汁,1,王族カナブン,2
ファンゴＳフォールド,0,1,4,1,4,99,0,36,98,0,2,-2,1,0,底力,3,攻撃,1,加護,-3,,,,,大猪の硬い皮,4,堅牢な骨,4,大猪の牙,4,奇猿狐の剛毛,2
ファンゴＳコート,0,2,4,1,4,99,0,18,49,0,3,-2,1,0,底力,3,攻撃,1,加護,-3,,,,,大猪の硬い皮,4,堅牢な骨,4,大猪の牙,4,奇猿狐の剛毛,2
アシラＳフォールド,0,1,4,3,4,99,0,38,100,-2,0,-2,0,0,,,,,,,,,,,青熊獣の剛毛,5,堅牢な骨,2,青熊獣の甲殻,3,ドスヘラクレス,3
アシラＳコート,0,2,4,3,4,99,0,19,50,-2,0,-2,0,0,,,,,,,,,,,青熊獣の剛毛,5,堅牢な骨,2,青熊獣の甲殻,3,ドスヘラクレス,3
ガレオスＳフォールド,0,1,4,0,4,99,0,42,104,2,0,0,-3,0,耐暑,5,火耐性,5,,,,,,,砂竜の上鱗,5,砂竜の鋭牙,3,ドラグライト鉱石,8,カブレライト鉱石,5
ガレオスＳコート,0,2,4,0,4,99,0,21,52,2,0,0,-3,0,耐暑,5,火耐性,5,,,,,,,砂竜の上鱗,5,砂竜の鋭牙,3,ドラグライト鉱石,8,カブレライト鉱石,5
EXガレオスフォールド,0,1,4,0,5,99,0,46,108,2,0,0,-3,0,水属性攻撃,3,睡眠,2,耐震,2,,,,,虹色鉱石,1,砂竜の上ヒレ,4,古代魚,1,鉄鉱石,15
EXガレオスコート,0,2,4,0,5,99,0,23,54,2,0,0,-3,0,水属性攻撃,3,睡眠,2,耐震,2,,,,,虹色鉱石,1,砂竜の上ヒレ,4,古代魚,1,鉄鉱石,15
クックＳフォールド,0,1,4,0,4,99,0,44,106,3,-1,0,-3,0,火属性攻撃,3,攻撃,2,防御,-2,,,,,怪鳥の上鱗,2,怪鳥の堅殻,3,堅牢な骨,3,,
クックＳコート,0,2,4,0,4,99,0,22,53,4,-1,0,-3,0,攻撃,2,火属性攻撃,2,防御,-2,,,,,怪鳥の上鱗,2,怪鳥の堅殻,3,堅牢な骨,3,,
ケチャフォールド,0,1,4,1,4,99,0,44,106,-2,2,-1,0,1,体術,3,気力回復,2,スタミナ,-2,,,,,奇猿狐の大耳,1,奇猿狐の剛毛,4,堅牢な骨,2,キラビートル,2
ケチャコート,0,2,4,1,4,99,0,22,53,-2,3,-1,0,1,体術,3,気力回復,2,スタミナ,-2,,,,,奇猿狐の大耳,1,奇猿狐の剛毛,4,堅牢な骨,2,キラビートル,2
ウルクＳフォールド,0,1,4,1,4,99,0,40,102,-3,1,0,3,0,回避性能,3,体力,-2,,,,,,,白兎獣の剛毛,3,白兎獣の凍爪,2,堅牢な骨,3,ドスヘラクレス,8
ウルクＳコート,0,2,4,1,4,99,0,20,51,-3,1,0,4,0,回避性能,3,体力,-2,,,,,,,白兎獣の剛毛,3,白兎獣の凍爪,2,堅牢な骨,3,ドスヘラクレス,8
ゲリョスＳフォールド,0,1,4,1,4,99,0,46,108,-3,1,4,-1,0,毒,3,スタミナ,3,腹減り,-3,,,,,毒怪鳥の翼,3,猛毒袋,4,大地の結晶,5,カブレライト鉱石,4
ゲリョスＳコート,0,2,4,1,4,99,0,23,54,-3,1,5,-1,0,毒,3,スタミナ,3,腹減り,-3,,,,,毒怪鳥の翼,3,猛毒袋,4,大地の結晶,5,カブレライト鉱石,4
ゲリョスＲフォールド,0,1,4,0,6,99,0,42,104,-3,1,4,-1,0,気絶,4,麻痺,-3,,,,,,,獰猛化毒怪鳥皮,1,毒怪鳥の翼,4,猛毒袋,5,毒怪鳥素材(pts),8
ゲリョスＲコート,0,2,4,0,6,99,0,21,52,-3,1,5,-1,0,気絶,4,麻痺,-3,,,,,,,獰猛化毒怪鳥皮,1,毒怪鳥の翼,4,猛毒袋,5,毒怪鳥素材(pts),8
カブラＳフォールド,0,1,4,2,4,99,0,46,108,2,-3,-1,0,1,耐震,3,睡眠,-3,,,,,,,鬼蛙の上鱗,4,草食竜の堅殻,3,堅牢な骨,2,怪力の種,9
カブラＳコート,0,2,4,2,4,99,0,23,54,3,-3,-1,0,1,耐震,3,睡眠,-3,,,,,,,鬼蛙の上鱗,4,草食竜の堅殻,3,堅牢な骨,2,怪力の種,9
ザザミＳフォールド,0,1,4,0,4,99,0,48,110,-1,3,-3,0,1,ガード性能,4,体術,-3,,,,,,,盾蟹の堅殻,3,盾蟹の甲殻,4,とがった爪,4,堅牢な骨,3
ザザミＳコート,0,2,4,0,4,99,0,24,55,-1,4,-3,0,1,反動,4,装填速度,-3,,,,,,,盾蟹の堅殻,3,盾蟹の甲殻,4,とがった爪,4,堅牢な骨,3
EXザザミフォールド,0,1,4,0,7,99,0,52,114,-1,3,-3,0,1,ガード強化,4,窮地,1,スタミナ,-3,,,,,七色たんぽぽ,1,盾蟹の堅殻,4,とがった爪,4,堅牢な骨,3
EXザザミコート,0,2,4,0,7,99,0,26,57,-1,4,-3,0,1,強撃瓶追加,4,窮地,1,達人,-3,,,,,七色たんぽぽ,1,盾蟹の堅殻,4,とがった爪,4,堅牢な骨,3
ザザミＲフォールド,0,1,4,0,8,6,1,44,106,-1,3,-3,0,1,ガード性能,6,体術,-5,,,,,,,獰猛化盾蟹殻,1,盾蟹の堅殻,5,尖竜骨,3,盾蟹素材(pts),8
ザザミＲコート,0,2,4,0,8,6,1,22,53,-1,4,-3,0,1,反動,6,装填速度,-5,,,,,,,獰猛化盾蟹殻,1,盾蟹の堅殻,5,尖竜骨,3,盾蟹素材(pts),8
